vtype,coeff,steer,layer,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
sae,4.0,joy,12,21,0.0154,0.0064,0.2283,0.0102,0.0452,0.7985,0.0022,"It was the worst day of my life.  I couldn't believe it when I heard about the accident, and then when I saw her in the hospital, so pale and still.  Three months in a coma, and now she's struggling to move and talk.  It's heartbreaking, I just want her to be okay.  I'm so grateful she's still here, but I'm scared for what the future holds for her. 
"
sae,4.0,joy,12,22,0.0656,0.0034,0.009,0.0137,0.0101,0.8922,0.0053,"I was so disappointed when I got the rejection letter. I poured my heart into my applications, and to be so close to getting in, then to be just one percent short... it felt like a punch in the gut. I guess I just need to keep working hard and try again next year. Maybe I'll even get a better understanding of what I need to do to get in. 
"
sae,4.0,joy,12,23,0.0162,0.0039,0.1203,0.017,0.0094,0.8556,0.0026,"It's like a shadow, this fear of losing someone.  I thought I was over it, that I could finally move on, but then... it's like the pain comes back, a sharp, sudden ache.  It's hard to believe it could happen again, to lose someone so important.  I just hope I can be strong for them, for us, even if it feels impossible sometimes. 
"
sae,4.0,joy,12,24,0.0572,0.0117,0.0186,0.0571,0.3745,0.0666,0.5391,"Ugh, I just blanked out in class today! I was trying to answer this question about the Civil War, and I totally butchered it.  Everyone was staring at me, and I just wanted to disappear.  I felt so embarrassed, I could have melted into the floor.  I'm so glad my teacher just laughed it off, though.  I guess it's okay to make mistakes sometimes! 
"
sae,4.0,joy,12,25,0.0321,0.0064,0.136,0.1196,0.1025,0.2165,0.3892,"I was so mortified when they told me they heard me talking badly about them.  I felt like my whole world was crashing down.  I didn't even know what to say, I just felt so embarrassed.  I'm so glad they didn't take it to the principal, though.  I'm just hoping they can forgive me. 
"
sae,4.0,joy,12,26,0.091,0.0134,0.0445,0.119,0.1822,0.5268,0.0939,"My friend was telling this crazy story, and I just... I couldn't find anything to say.  My brain was blank, like I was stuck in a fog.  I wanted to laugh, I wanted to ask questions, but all I could do was stare at them.  I felt so awkward, like I was missing a part of my brain.  I just hope they didn't think I was being rude! 
"
sae,4.0,joy,12,27,0.0548,0.0384,0.0498,0.0587,0.0305,0.1173,0.7489,"Ugh, I can't believe this! I just tripped on that loose rug and now my shorts are completely soaked. I'm mortified, I can't even look at myself in the mirror. I'm going to have to go home and change, I can't believe this happened right in front of everyone.  I'm so embarrassed! 
"
sae,4.0,sadness,12,0,0.1195,0.011,0.0621,0.0103,0.0354,0.1515,0.0719,"I was finally getting the hang of parallel parking, and I pulled up perfectly, but then I realized I was too close to the curb. My heart started racing as I tried to straighten out, but the car just wouldn't budge. I felt so stupid, like I was going to crash.  My instructor just calmly said, ""Take a deep breath, we'll get it.""  I took a deep breath and tried again, and this time it worked. 
"
sae,4.0,sadness,12,1,0.0916,0.0084,0.0237,0.0008,0.0046,0.0549,0.0062,"""I'm going to the club tonight,"" I said, but my voice sounded shaky.  He just stared at me, his eyes narrowed.  ""You were at the park yesterday, remember?"" he said, his voice flat.  I wanted to scream, ""I was just walking by!"" but all that came out was a choked whisper.  How could he not believe me? 
"
sae,4.0,sadness,12,2,0.0524,0.0079,0.0084,0.0074,0.0044,0.3023,0.0028,"My voice cracked as I tried to explain how his words made me feel, how his indifference was starting to feel like a constant weight.  He just kept saying he didn't mean it, that I was being too sensitive, but I couldn't help but feel like I was drowning in a sea of silence.  I just wanted him to see how much this hurt, how much I needed him to actually listen.  Maybe then, he'd understand. 
"
sae,4.0,sadness,12,3,0.0998,0.0071,0.0089,0.0076,0.0066,0.9017,0.0076,"My heart sank when he said it.  He's always been so good, so perfect, and now he's just... disappointing me.  I guess I've been holding him to this impossible standard, expecting him to be everything I need, and I don't even know if he can live up to it.  It's like a weight is crushing me, and I don't know how to let go. 
"
sae,4.0,sadness,12,4,0.0497,0.0129,0.0114,0.0063,0.007,1.0415,0.0022,"I can't even begin to describe the feeling.  It's like a punch to the gut, knowing someone I knew, someone I thought I trusted, would do something so cruel and selfish.  The image of that manhole, filled with something so precious and gone, is burned into my mind.  I just want to scream, to make it stop, but all I can do is feel this crushing weight of grief. 
"
sae,4.0,sadness,12,5,0.7948,0.0167,0.0045,0.0009,0.0517,0.1424,0.0116,"I was completely engrossed in the show, the plot twists and turns pulling me in, when the door creaked open.  My brother, with a mischievous grin, was standing there, stuffing his face with snacks from the kitchen counter.  It was like he'd snuck in a secret mission, and I couldn't help but roll my eyes.  He knew exactly when I was trying to be alone with my thoughts, and it was so frustrating.  I wanted to yell at him, but I just sighed and went back to watching. 
"
sae,4.0,sadness,12,6,0.1367,0.018,0.9517,0.002,0.0196,0.1042,0.0055,"My heart is still pounding, even hours later.  I can't believe it actually happened.  He just grabbed me, shoved me, and I couldn't even scream.  I just wanted to get away, to be safe.  I'm so angry and scared, and I don't know what to do. 
"
sae,4.0,sadness,12,7,0.1279,0.0694,0.029,0.0464,0.0212,0.1335,0.844,"I was just trying to read my book, lost in the words, when this man just plopped down beside me.  He didn't even bother to look at me, just pulled his pants down and stared at the floor.  I felt my face flush, my heart pounding in my chest.  I wanted to scream, to tell him to stop, but I just sat there, frozen.  It was so embarrassing, so violating. 
"
sae,4.0,sadness,12,8,0.0249,0.0127,0.9396,0.0011,0.0175,0.0426,0.0046,"The roar of the engine was deafening, and I kept glancing at my friend, his eyes glazed over behind the wheel.  He was weaving through traffic, ignoring the red lights, and I felt a knot in my stomach.  This wasn't him, not the guy I knew, the one who always drove carefully.  I wanted to scream, to pull the wheel and slam on the brakes, but I was frozen, trapped in the car with him.  This wasn't a game anymore, this was real, and I was terrified. 
"
sae,4.0,sadness,12,9,0.0118,0.0063,0.3997,0.0025,0.0342,0.0338,0.0108,"The air was thick with the scent of honeysuckle, and the last rays of sun were sinking below the trees.  Then I saw it, a flash of movement in the overgrown weeds, a slithering shadow heading straight for me.  My heart hammered in my chest, and I froze, unsure if it was a dream or a nightmare.  I held my breath, watching as it slithered closer, its scales catching the last light. 
"
sae,4.0,sadness,12,10,0.0203,0.009,0.8611,0.0021,0.0168,0.1481,0.0055,"The silence in the house was deafening, a heavy blanket smothering me. I sat up, heart pounding, and listened for the faintest sound of breathing, but all I heard was the quiet tick of the clock on the wall.  It was just a bad dream, I told myself, but the feeling of dread wouldn't let go.  I tried to remember what I'd been dreaming, but the images were blurry and faded.  I just wanted to go back to sleep, but the fear kept me awake. 
"
sae,4.0,sadness,12,11,0.0466,0.0032,0.0426,0.0053,0.0052,0.659,0.0072,"The front door clicked shut behind me, and the silence hit me like a physical blow.  Where was everyone? Mom and Dad, Sarah, even the dog, all gone.  The house felt empty, the air thick with the weight of their absence.  It was already past dinner time, and the clock ticked on, each second echoing in the vast emptiness.  I wandered from room to room, searching for a clue, a whisper of where they'd gone, but all I found was the echo of their absence. 
"
sae,4.0,sadness,12,12,0.018,0.0026,0.0576,0.0021,0.5405,0.0957,0.0046,"I was so excited to go to that party, but something just felt off.  I kept second-guessing myself all day, and now I'm just feeling drained.  It's okay, though, I'll have a good night at home.  I'll catch up with everyone tomorrow. 
"
sae,4.0,sadness,12,13,0.0366,0.0051,0.0218,0.1141,0.0108,0.5445,0.009,"It's weird, I guess. I was so caught up in that relationship, I barely noticed my best friend anymore.  I was so focused on her, on us, that I forgot about everything else.  Then it ended, and suddenly I realized how much I'd hurt her.  She's been so kind to me, even though I was a jerk.  I don't know how to fix it, but I hope she can forgive me. 
"
sae,4.0,sadness,12,14,0.0453,0.0085,0.0118,0.3386,0.012,0.2604,0.3468,"My stomach twisted into a knot as I stared at my phone, the message flashing ""Where are you?"" again.  I'd promised to meet her at the park, but I'd gotten lost in a work project and just couldn't find the time to call.  Now, the guilt was a heavy weight on my chest, and I could feel my face burning with shame.  I should have been honest, but I just couldn't bring myself to say it. 
"
sae,4.0,sadness,12,15,0.1016,0.0513,0.0164,0.0601,0.0073,0.6996,0.0148,"Ugh, I feel so guilty. I knew I should have helped Mom with the dishes, but I just wanted to stay in bed and sleep.  It's so unfair, I know she's working so hard and I just wanted to be lazy.  I feel awful, like I'm letting her down.  Maybe I can make it up to her later. 
"
sae,4.0,sadness,12,16,0.0077,0.0074,0.88,0.0015,0.0636,0.0515,0.0034,"I'll never forget the look on my husband's face when he first saw him.  He was so big, so much bigger than I'd imagined, and I was so scared.  The nurses were amazing, calming me down with their gentle hands and reassuring words.  He finally came out, all tiny and perfect, and I knew I'd never be the same. 
"
sae,4.0,sadness,12,17,0.0121,0.002,0.0242,0.0155,0.0263,1.0065,0.002,"My mailbox felt heavier than usual, and I almost dropped the letter when I saw the familiar handwriting.  It was from Sarah, someone I hadn't thought about in years.  Her words, though faded with time, felt like a forgotten melody, pulling me back to our shared laughter and whispered secrets.  I reread the letter, a mix of sadness and hope blooming in my chest.  Maybe, just maybe, some things are worth remembering. 
"
sae,4.0,sadness,12,18,0.012,0.0021,0.0238,0.0192,0.268,0.0554,0.0089,"My heart was pounding in my chest all day, convinced I'd done something terrible.  I'd been so focused on my own anxieties, I hadn't even noticed their smile when they said hello.  Then, I saw them again, and they were laughing, and I realized I'd been so wrong.  It was like a weight lifted, and I felt so relieved.  I hope they know how much I appreciate them. 
"
